id,date,id_day,time,n
629,2023-03-31,1,22H 55M 0S,291
630,2023-04-01,1,20H 2M 0S,617
631,2023-04-02,1,19H 57M 0S,532
632,2023-04-03,1,22H 42M 0S,758
633,2023-04-04,1,19H 53M 0S,1142
634,2023-04-04,2,22H 42M 0S,664
635,2023-04-05,1,38M 0S,1317
636,2023-04-05,2,22H 45M 0S,1519
637,2023-04-06,1,22H 13M 0S,433
638,2023-04-07,1,23H 14M 0S,523
639,2023-04-08,1,21H 9M 0S,746
640,2023-04-09,1,21H 30M 0S,587
641,2023-04-11,1,22H 28M 0S,672
642,2023-04-12,1,11H 9M 0S,232
643,2023-04-12,2,22H 27M 0S,776
644,2023-04-12,3,23H 57M 0S,853
645,2023-04-13,1,18H 59M 0S,718
646,2023-04-14,1,19H 34M 0S,724
647,2023-04-15,1,21H 8M 0S,649
648,2023-04-16,1,8H 0M 0S,843
649,2023-04-17,1,18H 29M 0S,620
650,2023-04-18,1,22H 15M 0S,529
651,2023-04-19,1,23H 47M 0S,450
652,2023-04-20,1,16H 54M 0S,1382
653,2023-04-20,2,23H 9M 0S,800
654,2023-04-21,1,10H 6M 0S,1514
655,2023-04-21,2,19H 2M 0S,628
656,2023-04-22,1,21H 21M 0S,590
657,2023-04-23,1,21H 10M 0S,662
658,2023-04-24,1,19H 42M 0S,678
659,2023-04-25,1,22H 23M 0S,790
660,2023-04-26,1,18H 21M 0S,1536
661,2023-04-26,2,22H 25M 0S,916
662,2023-04-27,1,21H 51M 0S,625
663,2023-04-28,1,21H 51M 0S,744
664,2023-04-29,1,20H 42M 0S,489
665,2023-04-30,1,16H 31M 0S,619
666,2023-05-01,1,21H 56M 0S,680
667,2023-05-02,1,20H 5M 0S,471
668,2023-05-04,1,14H 52M 0S,1187
669,2023-05-04,2,16H 53M 0S,1374
670,2023-05-05,1,17H 41M 0S,1511
671,2023-05-05,2,20H 27M 0S,688
672,2023-05-06,1,19H 35M 0S,474
673,2023-05-07,1,20H 22M 0S,610
674,2023-05-08,1,9H 0M 0S,1399
675,2023-05-08,2,21H 39M 0S,734
676,2023-05-09,1,17H 33M 0S,823
677,2023-05-09,2,21H 51M 0S,682
678,2023-05-10,1,22H 25M 0S,644
679,2023-05-11,1,22H 41M 0S,1010
680,2023-05-12,1,18H 19M 0S,519
681,2023-05-13,1,23H 25M 0S,627
682,2023-05-14,1,22H 49M 0S,2297
683,2023-05-15,1,19H 19M 0S,543
684,2023-05-16,1,22H 26M 0S,537
685,2023-05-16,2,23H 14M 0S,722
686,2023-05-17,1,22H 30M 0S,467
687,2023-05-18,1,19H 15M 0S,633
688,2023-05-18,2,21H 1M 0S,697
689,2023-05-19,1,17H 36M 0S,1163
690,2023-05-20,1,18H 18M 0S,512
691,2023-05-21,1,7H 33M 0S,1098
692,2023-05-21,2,8H 19M 0S,642
693,2023-05-21,3,16H 3M 0S,1040
694,2023-05-21,4,21H 2M 0S,359
695,2023-05-22,1,18H 8M 0S,420
696,2023-05-23,1,22H 24M 0S,503
697,2023-05-24,1,21H 56M 0S,899
698,2023-05-25,1,17H 47M 0S,741
699,2023-05-25,2,21H 14M 0S,670
700,2023-05-25,3,21H 35M 0S,1176
701,2023-05-26,1,19H 23M 0S,503
702,2023-05-27,1,21H 15M 0S,470
703,2023-05-28,1,19H 5M 0S,721
704,2023-05-29,1,19H 31M 0S,307
705,2023-05-29,2,21H 48M 0S,794
706,2023-05-30,1,22H 11M 0S,666
707,2023-05-31,1,12H 58M 0S,1844
708,2023-05-31,2,22H 53M 0S,579
