docname,pre,keyword,post,id,date,id_day
text560,to great britain . then we had very good meetings in the eu and brussels with all our partners .,thank you,very much for your support and all your words and deeds since the beginning of the full-scale invasion of russia,560,2023-02-10,2
text560,"honesty it has unfortunately lost . honesty that will help stop russian terror and bring peace closer . , i",thank you,"for your attention ! thank you for your support ! , let life win ! , слава україні !",560,2023-02-10,2
text560,"honesty that will help stop russian terror and bring peace closer . , i thank you for your attention !",thank you,"for your support ! , let life win ! , слава україні !",560,2023-02-10,2
text561,"lives saved every time and it is saved infrastructure . that which gives life to the people . , i",thank you,", air force ! and we will do everything to ensure that you have modern and efficient wings ! ,",561,2023-02-10,3
text562,"fighters of the 160th odesa , 208th kherson anti-aircraft missile brigades , and the 302nd kharkiv anti-aircraft missile regiment .",thank you,"guys ! , thank you to all our soldiers for the latest results that ukraine needs in terms of resistance",562,2023-02-11,1
text562,", 208th kherson anti-aircraft missile brigades , and the 302nd kharkiv anti-aircraft missile regiment . thank you guys ! ,",thank you,to all our soldiers for the latest results that ukraine needs in terms of resistance and repelling enemy assaults in,562,2023-02-11,1
text562,"terms of resistance and repelling enemy assaults in donetsk region – near bakhmut , avdiyivka , and other directions .",thank you,"to the soldiers of the 80th separate mountain assault brigade , the 5th separate assault regiment , the border guards",562,2023-02-11,1
text562,"and intelligence , aviation , mortars , gunners , infantry , tankers , and anyone and everyone who helps .",thank you,"all ! , glory to all who make ukraine stronger , the enemy weaker , and our victory closer !",562,2023-02-11,1
text563,"! do not waste a single day or a single week ! all for the sake of ukraine ! ,",thank you,"to everyone who works for our country ! glory to each and every one who is in combat ! ,",563,2023-02-12,1
text564,"norwegian assistance . but the energy , political and other support from our norwegian friends is also important . ,",thank you,"again for all this help ! , i spoke with the president-elect of the republic of cyprus . i congratulated",564,2023-02-13,1
text564,region . and also the warriors of the 5th separate assault regiment who are heroically defending the donetsk region .,thank you,"all , guys ! , let's remember : every new result achieved for ukraine means a shorter time to victory",564,2023-02-13,1
text566,"the 54th separate mechanized brigade named after hetman ivan mazepa , the 10th separate assault brigade "" edelweiss "" -",thank you,"guys for the effective defense of the donetsk region ! , the 25th separate airborne sicheslav brigade , the 81st",566,2023-02-15,1
text566,", the 25th separate airborne sicheslav brigade , the 81st separate airmobile brigade and the 95th air assault brigade -",thank you,"guys for defending the luhansk region ! , every day of your defense now allows us to prepare the future",566,2023-02-15,1
text567,",",thank you,"very much ! , mr . prime minister , jonas , thank you for your kind words about ukraine and",567,2023-02-16,1
text567,", thank you very much ! , mr . prime minister , jonas ,",thank you,"for your kind words about ukraine and for your leadership . this is what strengthens both our countries . ,",567,2023-02-16,1
text567,"occupied territory of ukraine . , this is just as sure as your nasams protect our skies . i especially",thank you,for them ! because every day and every night we need air defense - it is a matter of life,567,2023-02-16,1
text567,". we are acting systemically and in a long-term manner , and this is the most effective manner . ,",thank you,", norway ! thank you again , jonas , mr . prime minister , and thank you to everyone here",567,2023-02-16,1
text567,"and in a long-term manner , and this is the most effective manner . , thank you , norway !",thank you,"again , jonas , mr . prime minister , and thank you to everyone here for your support ! ,",567,2023-02-16,1
text567,"manner . , thank you , norway ! thank you again , jonas , mr . prime minister , and",thank you,"to everyone here for your support ! , glory to ukraine !",567,2023-02-16,1
text568,"heroes . , paratroopers of the 79th separate air assault brigade and artillerymen of the 55th separate artillery brigade -",thank you,guys for your bravery and precision . thank you for your skillful and steadfast defense of the donetsk region .,568,2023-02-16,2
text568,assault brigade and artillerymen of the 55th separate artillery brigade - thank you guys for your bravery and precision .,thank you,"for your skillful and steadfast defense of the donetsk region . , zaporizhzhia direction - i thank all the warriors",568,2023-02-16,2
text570,"world . , olaf , emmanuel , all our friends – i think you've got me right . , i",thank you,"for your attention ! you – davids of the free world ! we , united davids shall prevail over putins",570,2023-02-17,2
text571,am honored to address your community of states for the first time . it is a special mission – to,thank you,"for your support of ukraine and the international order . , an order that is vital for everyone in the",571,2023-02-17,3
text571,", these are the principles of ukraine . these – i know , are your principles . , , i",thank you,for being on the side of the law . i thank you for your efforts to bring stability to your,571,2023-02-17,3
text571,", are your principles . , , i thank you for being on the side of the law . i",thank you,for your efforts to bring stability to your region and the world . but real stability is possible only when,571,2023-02-17,3
text571,"i invite you all to visit ukraine . , peace is a value that must be cared-for together ! ,",thank you,"for your attention ! , and i wish you a lasting peace ! , glory to ukraine !",571,2023-02-17,3
text572,"and luhansk regions . 54th separate mechanized brigade , 95th separate assault brigade , 25th separate airborne brigade – i",thank you,", soldiers ! i thank you all who hold our positions at the front , who destroy the enemy ,",572,2023-02-17,4
text572,"mechanized brigade , 95th separate assault brigade , 25th separate airborne brigade – i thank you , soldiers ! i",thank you,"all who hold our positions at the front , who destroy the enemy , and who give us all faith",572,2023-02-17,4
text572,". the victory of ukraine ! , glory to each and every one who is now in battle ! ,",thank you,"to everyone who helps our country ! , glory to ukraine !",572,2023-02-17,4
text573,to celebrate with the fighters who fight near zaporizhzhia . the 128th separate brigade of the territorial defense forces –,thank you,", guys , for repelling the attacks ! , i would also like to thank all our signalmen today for",573,2023-02-18,1
text573,"timely provides logistics for our troops , and to all the support forces of the armed forces of ukraine !",thank you,"! , thank you to everyone for whom the stability of ukraine and our positions are an unconditional personal ,",573,2023-02-18,1
text573,"our troops , and to all the support forces of the armed forces of ukraine ! thank you ! ,",thank you,"to everyone for whom the stability of ukraine and our positions are an unconditional personal , official , and professional",573,2023-02-18,1
text576,separate mechanized brigades . units and maintenance forces of these brigades . gunners of the 55th separate artillery brigade .,thank you,", guys , for your bravery and precision in the donetsk region ! , also , the 128th separate mountain",576,2023-02-20,2
text576,"also , the 128th separate mountain assault brigade and the 1st artillery division of the 44th separate artillery brigade .",thank you,"guys for the worthy response to the enemy's attacks against our zaporizhzhia ! , the 66th and the 92nd separate",576,2023-02-20,2
text576,"the 92nd separate mechanized brigades , the 81st separate airmobile brigade , and the 95th separate air assault brigade .",thank you,", guys , for not only inflicting significant losses on the enemy in the luhansk region , but also for",576,2023-02-20,2
text576,"giving faith in our movement to liberate our land . , glory to all who fight for ukraine ! ,",thank you,"to everyone who helps ! , may the memory of everyone who gave life for the freedom of ukraine live",576,2023-02-20,2
text578,"the strength of the family , the strength of the characters of those close to this person . , i",thank you,", dear mothers and fathers of our young officers , dear educators , for the kind of upbringing that allows",578,2023-02-22,1
text579,in such a way that they are really limiting the offensive capabilities of the invaders in a particular direction .,thank you,", guys ! , in the area of maryinka in the donetsk region , the warriors of the 79th separate",579,2023-02-22,2
text579,. almost half of all attacks in this area take place in that area . our warriors stand strong .,thank you,"! , over the past day , the 5th separate assault regiment and the 80th separate air assault brigade have",579,2023-02-22,2
text579,"regiment and the 80th separate air assault brigade have achieved results , bravely destroying the enemy south of bakhmut .",thank you,", warriors ! , i thank everyone who is now defending ukraine in battles ! , thank you to all",579,2023-02-22,2
text579,"bakhmut . thank you , warriors ! , i thank everyone who is now defending ukraine in battles ! ,",thank you,"to all those who are holding all our northern , eastern and southern directions ! glory to the ukrainian warriors",579,2023-02-22,2
text580,". , glory to our warriors ! , glory to each and everyone who is now in combat ! ,",thank you,"to everyone who helps us ! , glory to ukraine !",580,2023-02-24,1
text583,"can ensure that - together with you ! together with everyone in the world who values life . , i",thank you,"for your support ! thank you for being with us throughout this year ! , thank you , president ,",583,2023-02-25,2
text583,"you ! together with everyone in the world who values life . , i thank you for your support !",thank you,"for being with us throughout this year ! , thank you , president , thank you , olaf , for",583,2023-02-25,2
text583,". , i thank you for your support ! thank you for being with us throughout this year ! ,",thank you,", president , thank you , olaf , for your faith in ukraine , in our people , and in",583,2023-02-25,2
text583,"for your support ! thank you for being with us throughout this year ! , thank you , president ,",thank you,", olaf , for your faith in ukraine , in our people , and in our shared values of a",583,2023-02-25,2
text584,"everyone who steadfastly , strongly , and bravely defends our positions in donbas , destroys the enemy , and i",thank you,"for such a powerful result in the east . , the result in the east , so that , consequently",584,2023-02-25,3
text584,"after black zaporozhians , as well as paratroopers of the 79th air assault brigade – all in donbas – i",thank you,", guys , for the worthy repulse of the enemy ! , i especially would like to thank today all",584,2023-02-25,3
text584,"aviation contribution to the approach of our victory ! , glory to everyone who is now in battle ! ,",thank you,"to everyone who helps defend ukraine from russian aggression ! , bright memory to all the heroes who gave their",584,2023-02-25,3
text585,"ukrainians stood up to defend the state . the free world stood up to defend ukraine . , and i",thank you,", the people of denmark , for not wavering in your commitment to our defense . i thank you for",585,2023-02-25,4
text585,"i thank you , the people of denmark , for not wavering in your commitment to our defense . i",thank you,"for realizing that freedom cannot be just a dream , it must be actions . actions in defense of life",585,2023-02-25,4
text585,"be actions . actions in defense of life and people , rules and respect , justice and security . ,",thank you,", people of denmark , for your actions ! for the weapons that help our defense . for the policy",585,2023-02-25,4
text585,"a fact . hence , our freedom will never cease to be a real fact of our lives . ,",thank you,for your support ! thank you for every day that we have gone through and will go through together !,585,2023-02-25,4
text585,"freedom will never cease to be a real fact of our lives . , thank you for your support !",thank you,"for every day that we have gone through and will go through together ! , i am sure we will",585,2023-02-25,4
text586,"again thank everyone who works in the telethon , who creates this information foundation of our national unity . ,",thank you,"for your dedication to the ukrainian cause , for your sincere desire to find and develop formats that will strengthen",586,2023-02-26,1
text586,"desire to find and develop formats that will strengthen the telethon and , therefore , ukraine . , and i",thank you,for your constant search for new methods of work for those who are now in the temporarily occupied territory of,586,2023-02-26,1
text587,"war . in every sense . , glory to each and every one who is now fighting for ukraine !",thank you,"to everyone who helps ! , may the memory of all those whose lives were taken by russian terror be",587,2023-02-27,1
text588,",",thank you,"so much ! , thank you , mr . president , thanks everybody ! , thank you for your kind",588,2023-02-28,1
text588,", thank you so much ! ,",thank you,", mr . president , thanks everybody ! , thank you for your kind words and support ! , ladies",588,2023-02-28,1
text588,", thank you so much ! , thank you , mr . president , thanks everybody ! ,",thank you,"for your kind words and support ! , ladies and gentlemen ! , i greet you from free ukraine ,",588,2023-02-28,1
text588,"your kind words and support ! , ladies and gentlemen ! , i greet you from free ukraine , and",thank you,"for your attention and support of our struggle for freedom and independence . , and i am sure that none",588,2023-02-28,1
text588,"peace , your hard work has already yielded results . , i believe that it will be so ! ,",thank you,"for your attention ! , i invite all of you to ukraine ! , glory to our brave soldiers !",588,2023-02-28,1
text589,"! absolutely fair dominance . , glory to each and every one who is now fighting for ukraine ! ,",thank you,"to everyone who helps ! , glory to ukraine !",589,2023-02-28,2
text592,", and justice has won . , i wish all of us , all of you , fruitful work !",thank you,"for your attention ! , and please remember – what exactly allows us to be united now , united for",592,2023-03-03,1
text592,– to all those who protect ukraine and the international order on the legal front ! i also want to,thank you,"for that . , glory to all who are now fighting for ukraine ! , glory to ukraine ! ,",592,2023-03-03,1
text593,"who persistently and bravely performs combat tasks . , glory to all who are now fighting for ukraine ! ,",thank you,to everyone who brings the victory of our people and the historic sentences to the organizers and perpetrators of russian,593,2023-03-03,2
text594,". roberta metsola , and all our friends in europe , who help ukraine on the integration path . ,",thank you,to everyone who helps enhance the security of ukraine and strengthen our soldiers ! thank you to everyone who fights,594,2023-03-04,1
text594,"integration path . , thank you to everyone who helps enhance the security of ukraine and strengthen our soldiers !",thank you,"to everyone who fights for ukraine , who defends our border and who establishes justice for ukraine with their accuracy",594,2023-03-04,1
text594,"separate motorized infantry brigade , the 67th and 93rd separate mechanized brigades , and the 77th separate airborne brigade .",thank you,", guys ! glory to all ukrainian heroes ! , thank you to lviv for this fruitful time in the",594,2023-03-04,1
text594,", and the 77th separate airborne brigade . thank you , guys ! glory to all ukrainian heroes ! ,",thank you,"to lviv for this fruitful time in the city . thanks to the lviv polytechnic , where we are now",594,2023-03-04,1
text595,", kramatorsk border guard detachments and consolidated detachments "" dozor "" , "" volyn "" , "" chernihiv "" .",thank you,", guys ! i thank all the soldiers , guardsmen and border guards who are defending our country in the",595,2023-03-05,1
text600,"160th odesa and 208th kherson anti-aircraft missile brigades , which distinguished themselves in the defense against this russian attack .",thank you,", warriors ! , i am also grateful to everyone in the world who realizes how important it is to",600,2023-03-09,1
text601,"and 36th separate marine brigades , the 55th separate artillery brigade , paratroopers of the 79th brigade . . .",thank you,", soldiers ! and separately , i would like to thank today the soldiers of the defense intelligence shaman unit",601,2023-03-10,1
text601,"defense intelligence shaman unit – for bakhmut , for their strong participation in the defense of the city . ,",thank you,"to the soldiers of the 44th separate artillery brigade , who are fighting near zaporizhzhia . skillfully destroy enemy positions",601,2023-03-10,1
text601,"of the 44th separate artillery brigade , who are fighting near zaporizhzhia . skillfully destroy enemy positions and equipment .",thank you,"guys for this ! , today , i signed another decree on honoring our soldiers with state awards . in",601,2023-03-10,1
text602,", ladies and gentlemen ! americans ! , this is a great opportunity to talk to you .",thank you,"! , i am going to tell you a story about two destinies – about two of our soldiers ,",602,2023-03-10,2
text602,"life they dream of . god forbid that this should be the way of such a war . , i",thank you,"for your attention ! thank you very much for your support ! , thank you to all americans who dream",602,2023-03-10,2
text602,"forbid that this should be the way of such a war . , i thank you for your attention !",thank you,"very much for your support ! , thank you to all americans who dream with us that evil has no",602,2023-03-10,2
text602,"a war . , i thank you for your attention ! thank you very much for your support ! ,",thank you,to all americans who dream with us that evil has no chance ! i met with representatives of both parties,602,2023-03-10,2
text602,"to all who are now fighting for freedom ! glory to everyone who helps ! , слава україні ! ,",thank you,so much !,602,2023-03-10,2
text603,"air defense in chernihiv region , fighters of the 2nd separate regiment of the national guard in sumy region –",thank you,", guys ! , thanks to all our fighters in the south , who are destroying the warehouses , logistics",603,2023-03-11,1
text603,"airmobile brigade operating in donbas . well done , guys ! , thanks to everyone who helps our units !",thank you,to everyone who supports our civilians in the frontline and border areas ! thank you to everyone who is convincing,603,2023-03-11,1
text603,who helps our units ! thank you to everyone who supports our civilians in the frontline and border areas !,thank you,"to everyone who is convincing the world that it is necessary to show more determination right now ! now ,",603,2023-03-11,1
text604,", donetsk region . major herman starcheus , captain serhiy kulinchenko , junior sergeants roman dychko and kyrylo sayenko .",thank you,"guys for your excellent work and courage ! , of course , i am grateful to all our warriors from",604,2023-03-12,1
text604,"- the paratroopers ! , and also the zaporizhzhia direction of tavria - the 128th separate mountain assault brigade .",thank you,"all , guys ! , i am grateful to each and every one who again helped our soldiers this week",604,2023-03-12,1
text605,"is being fought for . , i am grateful to each and every one who is now in combat !",thank you,to everyone who defends their positions and fights for ukraine and brothers-in-arms ! thank you to everyone who never lets,605,2023-03-13,1
text605,is now in combat ! thank you to everyone who defends their positions and fights for ukraine and brothers-in-arms !,thank you,"to everyone who never lets down those who are next to them on the frontline ! , today , i",605,2023-03-13,1
text605,to commend the warriors of the 92nd separate mechanized brigade for their successful actions in the area of bakhmut .,thank you,", guys ! , glory to all ukrainian warriors ! , glory to our unbreakable and beautiful people ! ,",605,2023-03-13,1
text606,"chevron from the guys , which was handed over at the ceremony . it is an honor for me .",thank you,". , i held a meeting of the staff . there were reports from the commander-in-chief , intelligence , and",606,2023-03-14,1
text607,"about any of the directions of state defense . , the 54th and 92nd separate mechanized brigades - guys ,",thank you,"for your resilience and strength in bakhmut . , the 3rd operational brigade of the national guard and our border",607,2023-03-15,1
text607,"guards , who are fighting for bakhmut together with all units of the defense and security forces . . .",thank you,", warriors ! , thank you for your courage and for replenishing our exchange fund . , the 15th separate",607,2023-03-15,1
text607,"bakhmut together with all units of the defense and security forces . . . thank you , warriors ! ,",thank you,"for your courage and for replenishing our exchange fund . , the 15th separate regiment and the 1st presidential operational",607,2023-03-15,1
text607,"exchange fund . , the 15th separate regiment and the 1st presidential operational brigade of the national guard - i",thank you,"for your results in the battles for the cities of donetsk region ! , the border guards of kharkiv region",607,2023-03-15,1
text607,"your results in the battles for the cities of donetsk region ! , the border guards of kharkiv region -",thank you,"for your strong counteraction to the enemy ! , the 406th separate artillery brigade and the 131st separate reconnaissance battalion",607,2023-03-15,1
text607,"your strong counteraction to the enemy ! , the 406th separate artillery brigade and the 131st separate reconnaissance battalion -",thank you,", warriors , for the defense of kherson region ! thank you for your powerful responses to enemy strikes at",607,2023-03-15,1
text607,"brigade and the 131st separate reconnaissance battalion - thank you , warriors , for the defense of kherson region !",thank you,"for your powerful responses to enemy strikes at ukrainian cities . , the occupier must be destroyed . thank you",607,2023-03-15,1
text607,"thank you for your powerful responses to enemy strikes at ukrainian cities . , the occupier must be destroyed .",thank you,to everyone who makes this possible ! glory to each and every one who is now in combat ! glory,607,2023-03-15,1
text608,79th brigade - i am thankful to you today as well ! the 35th and 36th separate marine brigades -,thank you,guys ! warriors of the 55th separate artillery brigade - well done ! the 74th separate reconnaissance battalion - thank,608,2023-03-16,1
text608,you guys ! warriors of the 55th separate artillery brigade - well done ! the 74th separate reconnaissance battalion -,thank you,! i thank the warriors of the national guard who are fighting in the east together with all our defense,608,2023-03-16,1
text608,our defense forces . battalion groups of the central and western operational and territorial units of the national guard -,thank you,", guys ! zaporizhzhia direction : the 128th separate mountain assault brigade and the 44th separate artillery brigade - as",608,2023-03-16,1
text608,"iron brigade , the 1st separate bohun special forces brigade , the 127th separate brigade of the territorial defense -",thank you,", warriors ! , glory to each and every one who is now fighting for ukraine ! , i am",608,2023-03-16,1
text609,"everyone who acts on the front line , everyone who maintains a real defense with their endurance and courage .",thank you,"for resilience , for strength and for the fact that the state sees a prospect for our defense operations ,",609,2023-03-17,1
text609,"attention to the fighters of our special units . , special operations forces – 8th separate special forces regiment ,",thank you,guys for the filigree destruction of the enemy near bakhmut and the powerful reinforcement of our defenses in this direction,609,2023-03-17,1
text609,"of the enemy near bakhmut and the powerful reinforcement of our defenses in this direction , in bakhmut . ,",thank you,"to all our special operations forces fighters who defend luhansk region . , special gratitude goes to our navy seals",609,2023-03-17,1
text609,", for the powerful response we give to the occupier to its attacks on our forces and cities . ,",thank you,"to the soldiers of the security service of ukraine . to all our defenders from the alpha unit , in",609,2023-03-17,1
text609,"unit , in particular from the white wolf and kusto groups . the 13th directorate of ssu military counterintelligence –",thank you,"all ! , thank you to the soldiers of the defense intelligence of the ministry of defense – every soldier",609,2023-03-17,1
text609,"the white wolf and kusto groups . the 13th directorate of ssu military counterintelligence – thank you all ! ,",thank you,"to the soldiers of the defense intelligence of the ministry of defense – every soldier , every unit . i",609,2023-03-17,1
text610,"ammunition and accouterments , tanks and artillery . there is a much-needed solution to the archer systems – sweden ,",thank you,"very much . the decision on mig fighters – slovakia , thank you very much . poland , lithuania ,",610,2023-03-18,1
text610,"to the archer systems – sweden , thank you very much . the decision on mig fighters – slovakia ,",thank you,"very much . poland , lithuania , the uk , the european union , the united states , and many",610,2023-03-18,1
text610,", glory to all our soldiers who are now in battle ! , glory to everyone who helps ! ,",thank you,"to everyone who trains our soldiers , who treats injuries , who volunteers , and who supports the fighting spirit",610,2023-03-18,1
text611,"who have been working in kherson region for almost six months in a row , returning security to ukrainians .",thank you,"! , i am grateful to roman radavchuk from kyiv region , who works in mykolaiv region , demining energy",611,2023-03-19,1
text612,". all those who are fighting for our country . , the 56th and 57th separate motorized infantry brigades -",thank you,"guys ! thank you for your strength and resilience in the defense of bakhmut ! , the warriors of the",612,2023-03-20,1
text612,"are fighting for our country . , the 56th and 57th separate motorized infantry brigades - thank you guys !",thank you,"for your strength and resilience in the defense of bakhmut ! , the warriors of the 72nd black zaporizhian separate",612,2023-03-20,1
text612,"reconnaissance battalion , our artillerymen of the 55th zaporizhzhia sich brigade - i am glad to be able to steadily",thank you,"for the results , for your strength , for your resilience in donetsk region ! , kherson direction . .",612,2023-03-20,1
text612,"one who is now in combat ! , glory to all who defend the independence of our country ! ,",thank you,"to everyone who helps ! , glory to ukraine !",612,2023-03-20,1
text613,"the world even more actively for international order , for the protection against aggression , against russian terror . ,",thank you,", japan ! , thank you to everyone who helps us defend freedom and liberate our land ! , glory",613,2023-03-21,1
text613,"international order , for the protection against aggression , against russian terror . , thank you , japan ! ,",thank you,"to everyone who helps us defend freedom and liberate our land ! , glory to each and every one who",613,2023-03-21,1
text614,", on social and security needs . , it is very important that kharkiv stands strong . well done !",thank you,", people of kharkiv ! you hold on with confidence . the city lives , the city fights , kharkiv",614,2023-03-22,1
text614,"in kharkiv , who works , who gives work to others , who maintains security , protects the border !",thank you,"to everyone - in positions , at posts , at critical infrastructure facilities , utility workers , local authorities ,",614,2023-03-22,1
text615,"allow this to happen . , together , we can liberate ukraine from russian aggression already this year . ,",thank you,"for your attention ! thank you for your support and assistance ! , glory to all those who are fighting",615,2023-03-23,1
text615,"together , we can liberate ukraine from russian aggression already this year . , thank you for your attention !",thank you,"for your support and assistance ! , glory to all those who are fighting now for freedom ! , glory",615,2023-03-23,1
text617,"first of all , in donetsk region . , glorious 72nd separate mechanized brigade named after the black zaporozhians –",thank you,", guys ! marines of the 36th brigade – well done ! the 55th separate artillery brigade zaporizka sich –",617,2023-03-24,1
text617,", guys ! marines of the 36th brigade – well done ! the 55th separate artillery brigade zaporizka sich –",thank you,", soldiers , for your constant accuracy , real battle-hardened deeds ! , marines of the 35th brigade and the",617,2023-03-24,1
text617,"accuracy , real battle-hardened deeds ! , marines of the 35th brigade and the 79th separate air assault brigade –",thank you,"! , zaporizhzhia direction : the 44th artillery brigade named after hetman danylo apostol – thank you for the accuracy",617,2023-03-24,1
text617,"assault brigade – thank you ! , zaporizhzhia direction : the 44th artillery brigade named after hetman danylo apostol –",thank you,"for the accuracy ! , i would like to mention all our fighters who strike at the occupier in response",617,2023-03-24,1
text618,", dear our defenders ! , dear our officers of the navy of ukraine ! ,",thank you,for protecting our state in the maritime defense sector – in the ukrainian navy and the coastguard of the state,618,2023-03-25,1
text618,", may the noble naval service be a glory to you , your families and our entire state ! ,",thank you,"to all teachers and employees of the odessa maritime academy for this graduation , the graduation of our officers and",618,2023-03-25,1
text619,"this week as well . , from bakhmut to kherson region , from avdiyivka to kharkiv region . . .",thank you,"to everyone who fights the enemy , who rescues our soldiers after being wounded , who trains our soldiers ,",619,2023-03-25,2
text619,"day gives our state a result , every such day makes the war shorter and our victory closer . ,",thank you,"to everyone who strengthens our ukraine ! , glory to all who fight for freedom for ukraine ! , glory",619,2023-03-25,2
text620,"title of hero of ukraine . , i thank all guardsmen : soldiers , sergeants , officers , command !",thank you,"to everyone who helps the units of the national guard , who trains soldiers , provides them with everything they",620,2023-03-26,1
text620,"infantry brigade , the 5th separate assault brigade and the 93rd separate mechanized brigade - well done , guys !",thank you,"for your strength ! , the marines of the 35th and 36th separate brigades , the warriors of the 55th",620,2023-03-26,1
text620,"brigades , the warriors of the 55th "" zaporiz'ka sich "" artillery brigade - all in the donetsk region -",thank you,"for being the best week after week ! , i also want to celebrate today our warriors of the """,620,2023-03-26,1
text620,"is a cover for ukraine from airstrikes , and this is a defense against the artillery of terrorists . ,",thank you,"to all our anti-aircraft gunners of the “ north ” , to all those who protect our state border ,",620,2023-03-26,1
text621,"wounded . dnipro concentrated the work of volunteers - from the first weeks of aggression in 2014 . , i",thank you,", dnipro , i thank everyone here in the city who helps ukraine stand , stand strong and beat the",621,2023-03-27,1
text621,", today i paid a visit to our soldiers in the hospital , where they are recovering from injuries .",thank you,"to every doctor , every nurse , and all the volunteers who help save the soldiers . , i met",621,2023-03-27,1
text622,"and donetsk border guard detachments who are effectively destroying the enemy in the bakhmut , lyman and avdiivka directions .",thank you,guys ! i would like to express special gratitude to the mortar crews and aerial reconnaissance of our border guard,622,2023-03-28,1
text623,",",thank you,"very much ! mr . president biden , thank you for this summit – for another step in consolidating the",623,2023-03-29,1
text623,", thank you very much ! mr . president biden ,",thank you,"for this summit – for another step in consolidating the world in defense of freedom . , dear colleagues !",623,2023-03-29,1
text623,"who helps . and i am sure we will ! , but act , act please , colleagues ! ,",thank you,"very much for your attention ! , thank you for your support , mr . president ! and to all",623,2023-03-29,1
text623,"! , but act , act please , colleagues ! , thank you very much for your attention ! ,",thank you,"for your support , mr . president ! and to all colleagues ! , glory to all who fight for",623,2023-03-29,1
text624,". it will always be so . , i thank everyone who cares about ukraine and our citizens ! ,",thank you,"to everyone who supports the ukrainian struggle for independence ! , glory to our warriors ! , glory to ukraine",624,2023-03-29,2
text625,"fact that people always - always ! - must remain human , always preserve humanity and civility . , i",thank you,", austria , for the humanitarian support for ukraine . i am especially grateful to every austrian who took part",625,2023-03-30,1
text625,"the "" neighbor in need "" campaign - nachbar in not - we appreciate it very much . , i",thank you,for your help in protecting our energy industry from russian terrorist missile strikes . i thank you for supporting our,625,2023-03-30,1
text625,". , i thank you for your help in protecting our energy industry from russian terrorist missile strikes . i",thank you,for supporting our efforts in demining our land and in healing and rehabilitating our people after all the manifestations and,625,2023-03-30,1
text625,"aggression . , and i am very much looking forward to that moment - that happy day when i can",thank you,", austria , for your help in restoring peace on our land . , and i am sure that ukraine",625,2023-03-30,1
text625,"will preserve our humanity , our civility , our morality and our belief that evil will always lose . ,",thank you,to everyone who helps ukraine ! eternal memory to everyone whose life was taken by the brutal russian war !,625,2023-03-30,1
text625,"everyone who helps ukraine ! eternal memory to everyone whose life was taken by the brutal russian war ! ,",thank you,"personally , austria ! , glory to ukraine !",625,2023-03-30,1
text626,"currently fighting ! each and every one who is fighting to protect themselves and brothers-in-arms in neighboring positions ! ,",thank you,to everyone who cares about our brave warriors ! thank you to everyone who protects our cities and restores normal,626,2023-03-30,2
text626,"protect themselves and brothers-in-arms in neighboring positions ! , thank you to everyone who cares about our brave warriors !",thank you,to everyone who protects our cities and restores normal life in the areas where it was violated by russia with,626,2023-03-30,2
text626,"active . to the maximum . , we will do everything so that the day comes sooner when i can",thank you,", dear ukrainians , for our victory ! , glory to ukrainian heroes ! , glory to ukraine !",626,2023-03-30,2
text628,"at the front , our political interaction , about how we are moving in implementing the ukrainian peace formula .",thank you,", france for your unwavering support . , in general , the week brought a number of positive news for",628,2023-04-01,1
text628,"support package . thanks to north macedonia for the decision on helicopters . thanks to slovakia , slovenia . ,",thank you,"to canada for the financial support , the funds have already arrived in the state budget of ukraine . ,",628,2023-04-01,1
text628,"in battle ! , i thank everyone who helps ukraine . who defends the international order based on rules !",thank you,"to everyone who saves and helps save our people after being injured by russian shelling ! , eternal memory to",628,2023-04-01,1
text629,"separate mechanized brigades , our paratroopers of the “ eightieth ” , the 5th separate assault brigade . . .",thank you,", guys ! , marines of the 35th and 36th brigades , gunners of the 55th separate brigade , the",629,2023-04-02,1
text629,"the 55th separate brigade , the 64th and 66th separate gun divisions of the 406th artillery brigade . . .",thank you,", warriors ! , thank you to everyone who protects zaporizhzhia , kherson region , the direction of the dnipropetrovsk",629,2023-04-02,1
text629,"64th and 66th separate gun divisions of the 406th artillery brigade . . . thank you , warriors ! ,",thank you,"to everyone who protects zaporizhzhia , kherson region , the direction of the dnipropetrovsk region and kharkiv , sumy region",629,2023-04-02,1
text631,"systems , which really change the course of military actions and force the russian army to the defense . ,",thank you,", alabama , and all the employees of the state's enterprises that produce , in particular , javelin anti-tank systems",631,2023-04-04,1
text631,"nations . , and i am sure that we will always be successful . , thanks for your attention !",thank you,", america for the help that lets us win ! , i invite you , who have not yet been",631,2023-04-04,1
text632,"is fighting for ukraine ! avdiivka and bakhmut , maryinka and krasnohorivka , every hot direction . . . i",thank you,", warriors ! , thank you to everyone who helps ukraine ! , i would like to highlight two decisions",632,2023-04-04,2
text632,"and bakhmut , maryinka and krasnohorivka , every hot direction . . . i thank you , warriors ! ,",thank you,"to everyone who helps ukraine ! , i would like to highlight two decisions today . , the u.s .",632,2023-04-04,2
text632,"defense support package . ammunition for himars , for air defense , for artillery is just what we need .",thank you,"mr . president biden , thank you congress , thank you every american ! , and the second decision .",632,2023-04-04,2
text632,", for air defense , for artillery is just what we need . thank you mr . president biden ,",thank you,"congress , thank you every american ! , and the second decision . today , the work of the un",632,2023-04-04,2
text632,", for artillery is just what we need . thank you mr . president biden , thank you congress ,",thank you,"every american ! , and the second decision . today , the work of the un independent international commission of",632,2023-04-04,2
