id,date,sentiment,country
459,30 November 2022,15,ukraine
459,30 November 2022,2,russia
460,01 December 2022,21,ukraine
460,01 December 2022,-4,russia
461,02 December 2022,5,ukraine
461,02 December 2022,3,russia
462,03 December 2022,24,ukraine
462,03 December 2022,-3,russia
463,04 December 2022,21,ukraine
463,04 December 2022,1,russia
464,05 December 2022,14,ukraine
465,05 December 2022,12,ukraine
465,05 December 2022,-2,russia
466,06 December 2022,24,ukraine
466,06 December 2022,1,russia
467,07 December 2022,3,ukraine
467,07 December 2022,-7,russia
468,07 December 2022,7,ukraine
468,07 December 2022,3,russia
469,07 December 2022,2,ukraine
469,07 December 2022,-6,russia
470,08 December 2022,11,ukraine
471,08 December 2022,8,ukraine
471,08 December 2022,-3,russia
472,09 December 2022,11,ukraine
473,09 December 2022,10,ukraine
473,09 December 2022,0,russia
474,09 December 2022,9,ukraine
474,09 December 2022,-14,russia
475,09 December 2022,14,ukraine
475,09 December 2022,-3,russia
476,10 December 2022,14,ukraine
476,10 December 2022,3,russia
477,11 December 2022,7,ukraine
477,11 December 2022,1,russia
478,12 December 2022,23,ukraine
478,12 December 2022,15,russia
479,12 December 2022,10,ukraine
479,12 December 2022,-2,russia
480,13 December 2022,10,ukraine
480,13 December 2022,-6,russia
481,13 December 2022,25,ukraine
481,13 December 2022,-4,russia
482,13 December 2022,19,ukraine
482,13 December 2022,0,russia
483,13 December 2022,13,ukraine
483,13 December 2022,0,russia
484,14 December 2022,2,ukraine
484,14 December 2022,-11,russia
485,14 December 2022,27,ukraine
485,14 December 2022,-3,russia
486,15 December 2022,12,ukraine
486,15 December 2022,-11,russia
487,15 December 2022,11,ukraine
487,15 December 2022,0,russia
488,16 December 2022,6,ukraine
488,16 December 2022,1,russia
489,17 December 2022,14,ukraine
489,17 December 2022,3,russia
490,18 December 2022,11,ukraine
490,18 December 2022,-7,russia
491,19 December 2022,18,ukraine
491,19 December 2022,4,russia
492,19 December 2022,14,ukraine
492,19 December 2022,-4,russia
493,20 December 2022,9,ukraine
493,20 December 2022,-6,russia
494,22 December 2022,22,ukraine
494,22 December 2022,-1,russia
495,22 December 2022,13,ukraine
496,23 December 2022,44,ukraine
496,23 December 2022,7,russia
497,23 December 2022,17,ukraine
497,23 December 2022,1,russia
498,24 December 2022,2,ukraine
499,25 December 2022,18,ukraine
499,25 December 2022,-3,russia
500,26 December 2022,9,ukraine
500,26 December 2022,-1,russia
501,27 December 2022,12,ukraine
502,28 December 2022,87,ukraine
502,28 December 2022,-1,russia
503,28 December 2022,6,ukraine
504,29 December 2022,5,ukraine
504,29 December 2022,-2,russia
505,30 December 2022,13,ukraine
506,31 December 2022,1,ukraine
506,31 December 2022,-3,russia
507,31 December 2022,7,ukraine
507,31 December 2022,-2,russia
508,01 January 2023,11,ukraine
508,01 January 2023,-4,russia
509,02 January 2023,7,ukraine
509,02 January 2023,1,russia
510,03 January 2023,10,ukraine
510,03 January 2023,1,russia
511,04 January 2023,8,ukraine
511,04 January 2023,-2,russia
512,05 January 2023,10,ukraine
512,05 January 2023,-1,russia
513,06 January 2023,13,ukraine
514,06 January 2023,9,ukraine
514,06 January 2023,0,russia
515,07 January 2023,9,ukraine
515,07 January 2023,-2,russia
516,08 January 2023,13,ukraine
516,08 January 2023,-3,russia
517,09 January 2023,10,ukraine
517,09 January 2023,2,russia
518,10 January 2023,23,ukraine
518,10 January 2023,7,russia
519,11 January 2023,13,ukraine
519,11 January 2023,0,russia
520,12 January 2023,12,ukraine
520,12 January 2023,1,russia
521,13 January 2023,8,ukraine
521,13 January 2023,3,russia
522,13 January 2023,12,ukraine
522,13 January 2023,-1,russia
523,14 January 2023,2,ukraine
523,14 January 2023,-2,russia
524,15 January 2023,3,ukraine
524,15 January 2023,-4,russia
525,16 January 2023,17,ukraine
525,16 January 2023,3,russia
526,17 January 2023,5,ukraine
526,17 January 2023,0,russia
527,17 January 2023,4,ukraine
527,17 January 2023,-4,russia
528,18 January 2023,0,ukraine
528,18 January 2023,-8,russia
529,18 January 2023,4,ukraine
529,18 January 2023,0,russia
530,19 January 2023,-7,ukraine
530,19 January 2023,-20,russia
531,19 January 2023,14,ukraine
531,19 January 2023,1,russia
532,20 January 2023,2,ukraine
532,20 January 2023,-4,russia
533,20 January 2023,19,ukraine
534,21 January 2023,3,ukraine
534,21 January 2023,-4,russia
535,21 January 2023,3,ukraine
536,22 January 2023,25,ukraine
537,22 January 2023,22,ukraine
538,23 January 2023,-1,ukraine
538,23 January 2023,-10,russia
539,23 January 2023,9,ukraine
539,23 January 2023,1,russia
540,24 January 2023,15,ukraine
540,24 January 2023,-1,russia
541,25 January 2023,17,ukraine
541,25 January 2023,-7,russia
542,26 January 2023,6,ukraine
542,26 January 2023,-6,russia
544,27 January 2023,11,ukraine
544,27 January 2023,-3,russia
545,28 January 2023,0,ukraine
545,28 January 2023,-6,russia
546,29 January 2023,6,ukraine
546,29 January 2023,-12,russia
547,30 January 2023,18,ukraine
547,30 January 2023,-2,russia
548,31 January 2023,10,ukraine
548,31 January 2023,-2,russia
549,01 February 2023,12,ukraine
549,01 February 2023,1,russia
550,02 February 2023,10,ukraine
551,02 February 2023,-1,russia
552,02 February 2023,15,ukraine
552,02 February 2023,1,russia
553,03 February 2023,20,ukraine
553,03 February 2023,1,russia
554,04 February 2023,8,ukraine
554,04 February 2023,5,russia
555,05 February 2023,11,ukraine
555,05 February 2023,-4,russia
556,06 February 2023,16,ukraine
557,07 February 2023,9,ukraine
558,08 February 2023,12,ukraine
558,08 February 2023,-4,russia
559,09 February 2023,22,ukraine
559,09 February 2023,-9,russia
560,09 February 2023,18,ukraine
560,09 February 2023,-32,russia
561,10 February 2023,3,ukraine
562,10 February 2023,-2,ukraine
562,10 February 2023,-17,russia
563,10 February 2023,37,ukraine
563,10 February 2023,-1,russia
564,11 February 2023,2,ukraine
564,11 February 2023,0,russia
565,12 February 2023,12,ukraine
565,12 February 2023,-6,russia
566,13 February 2023,26,ukraine
567,14 February 2023,14,ukraine
567,14 February 2023,-4,russia
568,15 February 2023,13,ukraine
568,15 February 2023,0,russia
569,16 February 2023,10,ukraine
569,16 February 2023,-2,russia
570,16 February 2023,14,ukraine
570,16 February 2023,2,russia
571,17 February 2023,13,ukraine
571,17 February 2023,-2,russia
572,17 February 2023,16,ukraine
572,17 February 2023,-2,russia
573,17 February 2023,11,ukraine
573,17 February 2023,-19,russia
574,17 February 2023,20,ukraine
574,17 February 2023,-5,russia
575,18 February 2023,17,ukraine
575,18 February 2023,-3,russia
576,19 February 2023,10,ukraine
576,19 February 2023,-6,russia
577,20 February 2023,27,ukraine
578,20 February 2023,18,ukraine
578,20 February 2023,-1,russia
579,21 February 2023,11,ukraine
579,21 February 2023,1,russia
580,22 February 2023,26,ukraine
581,22 February 2023,26,ukraine
581,22 February 2023,2,russia
582,24 February 2023,6,ukraine
582,24 February 2023,-2,russia
583,24 February 2023,11,ukraine
583,24 February 2023,7,russia
584,25 February 2023,6,ukraine
584,25 February 2023,-1,russia
585,25 February 2023,12,ukraine
585,25 February 2023,-2,russia
586,25 February 2023,19,ukraine
586,25 February 2023,0,russia
587,25 February 2023,17,ukraine
587,25 February 2023,-2,russia
588,26 February 2023,24,ukraine
588,26 February 2023,-2,russia
589,27 February 2023,3,ukraine
589,27 February 2023,1,russia
590,28 February 2023,19,ukraine
590,28 February 2023,-3,russia
591,28 February 2023,14,ukraine
591,28 February 2023,-1,russia
592,01 March 2023,-3,ukraine
592,01 March 2023,0,russia
593,02 March 2023,7,ukraine
593,02 March 2023,0,russia
594,03 March 2023,4,ukraine
594,03 March 2023,-20,russia
595,03 March 2023,15,ukraine
595,03 March 2023,0,russia
596,04 March 2023,11,ukraine
596,04 March 2023,1,russia
597,05 March 2023,9,ukraine
597,05 March 2023,1,russia
598,06 March 2023,26,ukraine
599,07 March 2023,18,ukraine
599,07 March 2023,1,russia
600,08 March 2023,10,ukraine
601,08 March 2023,22,ukraine
601,08 March 2023,0,russia
602,09 March 2023,31,ukraine
602,09 March 2023,-1,russia
603,10 March 2023,16,ukraine
603,10 March 2023,-3,russia
604,10 March 2023,-3,ukraine
604,10 March 2023,-6,russia
605,11 March 2023,3,ukraine
605,11 March 2023,-2,russia
606,12 March 2023,38,ukraine
606,12 March 2023,-4,russia
607,13 March 2023,17,ukraine
607,13 March 2023,4,russia
608,14 March 2023,18,ukraine
608,14 March 2023,0,russia
609,15 March 2023,14,ukraine
609,15 March 2023,-10,russia
610,16 March 2023,7,ukraine
610,16 March 2023,-4,russia
611,17 March 2023,3,ukraine
611,17 March 2023,0,russia
612,18 March 2023,3,ukraine
612,18 March 2023,-7,russia
613,19 March 2023,6,ukraine
613,19 March 2023,-3,russia
614,20 March 2023,4,ukraine
614,20 March 2023,-2,russia
615,21 March 2023,26,ukraine
615,21 March 2023,2,russia
616,22 March 2023,10,ukraine
616,22 March 2023,-11,russia
617,23 March 2023,19,ukraine
617,23 March 2023,-9,russia
618,23 March 2023,9,ukraine
618,23 March 2023,-2,russia
619,24 March 2023,10,ukraine
619,24 March 2023,-1,russia
620,25 March 2023,6,ukraine
620,25 March 2023,1,russia
621,25 March 2023,12,ukraine
621,25 March 2023,-1,russia
622,26 March 2023,12,ukraine
622,26 March 2023,-3,russia
623,27 March 2023,11,ukraine
623,27 March 2023,-11,russia
624,28 March 2023,8,ukraine
624,28 March 2023,-3,russia
625,29 March 2023,-2,ukraine
625,29 March 2023,-6,russia
626,29 March 2023,16,ukraine
626,29 March 2023,-1,russia
627,30 March 2023,26,ukraine
627,30 March 2023,-5,russia
628,30 March 2023,44,ukraine
628,30 March 2023,0,russia
629,31 March 2023,14,ukraine
629,31 March 2023,1,russia
630,01 April 2023,6,ukraine
630,01 April 2023,-8,russia
631,02 April 2023,9,ukraine
631,02 April 2023,-3,russia
632,03 April 2023,9,ukraine
632,03 April 2023,-4,russia
633,04 April 2023,16,ukraine
633,04 April 2023,-4,russia
634,04 April 2023,12,ukraine
634,04 April 2023,1,russia
635,05 April 2023,4,ukraine
635,05 April 2023,-11,russia
636,05 April 2023,34,ukraine
636,05 April 2023,2,russia
637,06 April 2023,15,ukraine
637,06 April 2023,3,russia
638,07 April 2023,15,ukraine
639,08 April 2023,6,ukraine
639,08 April 2023,-1,russia
640,09 April 2023,7,ukraine
640,09 April 2023,-2,russia
641,11 April 2023,13,ukraine
642,12 April 2023,2,ukraine
642,12 April 2023,0,russia
643,12 April 2023,13,ukraine
643,12 April 2023,-3,russia
644,12 April 2023,0,ukraine
644,12 April 2023,2,russia
645,13 April 2023,15,ukraine
645,13 April 2023,2,russia
646,14 April 2023,-3,ukraine
646,14 April 2023,-5,russia
647,15 April 2023,6,ukraine
647,15 April 2023,-2,russia
648,16 April 2023,15,ukraine
648,16 April 2023,0,russia
649,17 April 2023,1,ukraine
649,17 April 2023,0,russia
650,18 April 2023,12,ukraine
650,18 April 2023,-1,russia
651,19 April 2023,10,ukraine
652,20 April 2023,38,ukraine
652,20 April 2023,-9,russia
653,20 April 2023,20,ukraine
653,20 April 2023,-1,russia
654,21 April 2023,4,ukraine
654,21 April 2023,-15,russia
655,21 April 2023,18,ukraine
656,22 April 2023,5,ukraine
656,22 April 2023,4,russia
657,23 April 2023,23,ukraine
658,24 April 2023,6,ukraine
658,24 April 2023,2,russia
659,25 April 2023,4,ukraine
659,25 April 2023,-6,russia
660,26 April 2023,12,ukraine
660,26 April 2023,-1,russia
661,26 April 2023,18,ukraine
661,26 April 2023,0,russia
662,27 April 2023,-7,ukraine
662,27 April 2023,-7,russia
663,28 April 2023,-1,ukraine
663,28 April 2023,1,russia
664,29 April 2023,8,ukraine
664,29 April 2023,-1,russia
665,30 April 2023,13,ukraine
665,30 April 2023,4,russia
666,01 May 2023,17,ukraine
666,01 May 2023,-2,russia
667,02 May 2023,11,ukraine
667,02 May 2023,-1,russia
668,04 May 2023,7,ukraine
668,04 May 2023,-3,russia
669,04 May 2023,6,ukraine
669,04 May 2023,-13,russia
670,05 May 2023,24,ukraine
670,05 May 2023,-8,russia
671,05 May 2023,24,ukraine
671,05 May 2023,3,russia
672,06 May 2023,23,ukraine
672,06 May 2023,1,russia
673,07 May 2023,22,ukraine
673,07 May 2023,-5,russia
674,08 May 2023,21,ukraine
674,08 May 2023,1,russia
675,08 May 2023,15,ukraine
675,08 May 2023,2,russia
676,09 May 2023,-3,ukraine
676,09 May 2023,-9,russia
677,09 May 2023,12,ukraine
677,09 May 2023,-4,russia
678,10 May 2023,20,ukraine
679,11 May 2023,26,ukraine
679,11 May 2023,0,russia
680,12 May 2023,5,ukraine
680,12 May 2023,0,russia
681,13 May 2023,10,ukraine
681,13 May 2023,-4,russia
682,14 May 2023,62,ukraine
682,14 May 2023,6,russia
683,15 May 2023,17,ukraine
683,15 May 2023,-1,russia
684,16 May 2023,7,ukraine
685,16 May 2023,-1,ukraine
685,16 May 2023,-8,russia
686,17 May 2023,8,ukraine
686,17 May 2023,0,russia
687,18 May 2023,9,ukraine
687,18 May 2023,0,russia
688,18 May 2023,8,ukraine
688,18 May 2023,-2,russia
689,19 May 2023,18,ukraine
689,19 May 2023,-9,russia
690,20 May 2023,16,ukraine
690,20 May 2023,1,russia
691,21 May 2023,24,ukraine
691,21 May 2023,-3,russia
692,21 May 2023,-1,ukraine
692,21 May 2023,3,russia
693,21 May 2023,13,ukraine
693,21 May 2023,-8,russia
694,21 May 2023,19,ukraine
694,21 May 2023,-3,russia
695,22 May 2023,5,ukraine
695,22 May 2023,0,russia
696,23 May 2023,18,ukraine
696,23 May 2023,1,russia
697,24 May 2023,0,ukraine
697,24 May 2023,-26,russia
698,25 May 2023,7,ukraine
698,25 May 2023,-1,russia
699,25 May 2023,12,ukraine
699,25 May 2023,4,russia
700,25 May 2023,6,ukraine
700,25 May 2023,-4,russia
701,26 May 2023,4,ukraine
701,26 May 2023,-1,russia
702,27 May 2023,7,ukraine
702,27 May 2023,-1,russia
703,28 May 2023,10,ukraine
703,28 May 2023,1,russia
704,29 May 2023,9,ukraine
704,29 May 2023,0,russia
705,29 May 2023,3,ukraine
705,29 May 2023,-8,russia
706,30 May 2023,7,ukraine
706,30 May 2023,0,russia
707,31 May 2023,16,ukraine
707,31 May 2023,-21,russia
708,31 May 2023,5,ukraine
708,31 May 2023,1,russia
